"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","Dissector_and_Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","ACANTH.BIGB","ACANTH.BKR","CEST.COMP","CEST.GODZ","CEST.L","CEST.NTG","CEST.PEA","CEST.UNK","CEST.VIT","COPE.CL","COPE.GRAB","META.HS","META.UNK","MONO.DACT","MONO.GYRO","MONO.LG","MYX.GEOM","MYX.GO","MYX.THEL","MYXO.BC","MYXO.SBAD","MYXO.UNK","MYXO.UP","NEM.CAP","NEM.CONA","NEM.DICH","NEM.LARV","NEM.TRBK","NEM.UNK","TREM.BUC","TREM.MET","TREM.METAF","TREM.METAGS","TREM.MS","TREM.NEA","TREM.RNDA","TREM.SSS","TREM.UNK"
"186",197196,2004,7,17,"197196_01","SC GMC","6/24/2024","F",56,45,16130,"control","control_2004-2013",30.7825,-89.82027,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"187",197196,2004,7,17,"197196_02","JT CJW","6/24/2024",NA,48,36,8610,"control","control_2004-2013",30.7825,-89.82027,0,0,0,0,0,0,0,NA,0,0,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,7,0,0,0,2,0
"188",197196,2004,7,17,"197196_03","IJ DJB/CJW/GMC","6/24/2024",NA,48,39,87400,"control","control_2004-2013",30.7825,-89.82027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
"189",197196,2004,7,17,"197196_04","DJB DMDM","6/24/2024","na",44,36,7550,"control","control_2004-2013",30.7825,-89.82027,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0
"190",197731,2004,10,30,"197731_02","DJB GMC","6/11/2024","M",38,30,4100,"impact","impact_2004-2013",30.75444,-89.82722,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0
"191",197731,2004,10,30,"197731_03","SC DMDM","6/11/2024",NA,42,34,6070,"impact","impact_2004-2013",30.75444,-89.82722,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"192",197731,2004,10,30,"197731_04","IJ DD","6/11/2024",NA,44,35,7940,"impact","impact_2004-2013",30.75444,-89.82722,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"193",197731,2004,10,30,"197731_01","SC","6/11/2024",NA,47,38,7110,"impact","impact_2004-2013",30.75444,-89.82722,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"194",198296,2005,2,12,"198296_03","SC KL","6/17/2024",NA,70,64,42780,"impact","impact_2004-2013",30.74055,-89.82694,0,0,NA,0,0,0,0,0,0,0,0,0,0,4,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0
"195",198296,2005,2,12,"198296_01","DJB KL CJW ","6/17/2024","F",54,44,14330,"impact","impact_2004-2013",30.74055,-89.82694,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,NA,0,0,0,0,0,0,0
"196",198296,2005,2,12,"198296_02","SC GMC/CJW","6/17/2024","M",70,59,35390,"impact","impact_2004-2013",30.74055,-89.82694,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0
"197",198296,2005,2,12,"198296_04","JT DMDM","6/17/2024",NA,73,58,38080,"impact","impact_2004-2013",30.74055,-89.82694,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,0,0
